Valor_ADC_12bits	Frecuencia
1561	10
1562	6
1563	9
1564	13
1565	8
1566	12
1567	10
1568	12
1569	8
1570	9
1571	11
1572	9
1573	15
1574	9
1575	11
1576	9
1577	15
1578	11
1579	4
1580	16
1581	11
1582	11
1583	9
1584	14
1585	15
1586	11
1587	4
1588	13
1589	8
1590	10
1591	15
1592	19
1593	9
1594	10
1595	9
1596	10
1597	11
1598	13
1599	11
1600	14
1601	14
1602	11
1603	10
1604	8
1605	11
1606	14
1607	6
1608	13
1609	16
1610	15
1611	6
1612	7
1613	12
1614	10
1615	7
1616	5
1617	8
1618	14
1619	9
1620	15
1621	8
1622	17
1623	5
1624	9
1625	10
1626	14
1627	13
1628	9
1629	10
1630	9
1631	11
1632	7
1633	13
1634	10
1635	9
1636	7
1637	8
1638	12
1639	9
1640	11
1641	8
1642	11
1643	7
1644	8
1645	10
1646	5
1647	12
1648	9
1649	13
1650	14
1651	7
1652	12
1653	12
1654	19
1655	5
1656	11
1657	12
1658	9
1659	10
1660	11
1661	15
1662	12
1663	2
1664	14
1665	6
1666	13
1667	16
1668	9
1669	7
1670	14
1671	8
1672	13
1673	10
1674	15
1675	13
1676	16
1677	14
1678	16
1679	8
1680	9
1681	10
1682	8
1683	11
1684	6
1685	10
1686	16
1687	7
1688	11
1689	4
1690	9
1691	13
1692	12
1693	12
1694	13
1695	6
1696	14
1697	8
1698	6
1699	6
1700	20
1701	10
1702	9
1703	11
1704	10
1705	9
1706	11
1707	14
1708	8
1709	14
1710	9
1711	5
1712	8
1713	10
1714	15
1715	10
1716	9
1717	8
1718	16
1719	9
1720	16
1721	14
1722	6
1723	10
1724	7
1725	10
1726	10
1727	13
1728	12
1729	13
1730	15
1731	12
1732	15
1733	13
1734	7
1735	6
1736	11
1737	16
1738	15
1739	13
1740	13
1741	9
1742	10
1743	7
1744	9
1745	7
1746	16
1747	16
1748	9
1749	12
1750	8
1751	10
1752	4
1753	11
1754	17
1755	21
1756	11
1757	8
1758	14
1759	11
1760	13
1761	11
1762	9
1763	11
1764	7
1765	14
1766	6
1767	10
1768	10
1769	16
1770	11
1771	12
1772	10
1773	6
1774	11
1775	10
1776	11
1777	8
1778	17
1779	10
1780	15
1781	9
1782	7
1783	6
1784	11
1785	12
1786	13
1787	15
1788	10
1789	11
1790	10
1791	10
1792	11
1793	13
1794	9
1795	11
1796	10
1797	15
1798	4
1799	7
1800	13
1801	15
1802	13
1803	4
1804	10
1805	11
1806	7
1807	10
1808	13
1809	13
1810	13
1811	9
1812	7
1813	10
1814	10
1815	11
1816	8
1817	9
1818	10
1819	9
1820	11
1821	8
1822	13
1823	11
1824	8
1825	9
1826	10
1827	9
1828	11
1829	5
1830	9
1831	5
1832	13
1833	10
1834	12
1835	5
1836	3
1837	9
1838	5
1839	10
1840	15
1841	14
1842	10
1843	15
1844	11
1845	11
1846	13
1847	10
1848	13
1849	8
1850	8
1851	11
1852	11
1853	9
1854	11
1855	7
1856	9
1857	16
1858	9
1859	9
1860	10
1861	1
1862	9
1863	9
1864	13
1865	8
1866	7
1867	6
1868	16
1869	12
1870	7
1871	11
1872	8
1873	3
1874	10
1875	6
1876	9
1877	13
1878	5
1879	8
1880	8
1881	10
1882	11
1883	10
1884	14
1885	18
1886	9
1887	12
1888	6
1889	9
1890	9
1891	5
1892	10
1893	10
1894	9
1895	12
1896	5
1897	14
1898	10
1899	9
1900	9
1901	12
1902	10
1903	9
1904	16
1905	14
1906	9
1907	11
1908	11
1909	9
1910	9
1911	11
1912	11
1913	11
1914	5
1915	9
1916	7
1917	8
1918	5
1919	4
1920	13
1921	8
1922	8
1923	11
1924	8
1925	10
1926	8
1927	5
1928	5
1929	9
1930	10
1931	10
1932	9
1933	15
1934	10
1935	13
1936	5
1937	6
1938	7
1939	14
1940	7
1942	9
1943	7
1944	9
1945	8
1946	10
1947	11
1948	8
1949	9
1950	12
1951	12
1952	10
1953	17
1954	7
1955	10
1956	9
1957	13
1958	8
1959	7
1960	10
1961	8
1962	3
1963	14
1964	11
1965	13
1966	5
1967	5
1968	10
1969	10
1970	6
1971	9
1972	13
1973	13
1974	9
1975	5
1976	10
1977	11
1978	10
1979	16
1980	6
1981	13
1982	7
1983	17
1984	9
1985	10
1986	4
1987	11
1988	7
1989	11
1990	7
1991	3
1992	8
1993	14
1994	13
1995	11
1996	6
1997	9
1998	7
1999	5
2000	9
2001	5
2002	10
2003	11
2004	14
2005	7
2006	8
2007	10
2008	3
2009	2
2010	10
2011	8
2012	4
2013	7
2014	15
2015	12
2016	14
2017	14
2018	8
2019	12
2020	11
2021	10
2022	14
2023	6
2024	11
2025	8
2026	10
2027	11
2028	13
2029	9
2030	6
2031	9
2032	8
2033	12
2034	9
2035	11
2036	11
2037	8
2038	8
2039	11
2040	12
2041	6
2042	3
2043	9
2044	14
2045	3
2046	4
2047	2
2048	17
2049	10
2050	5
2051	11
2052	6
2053	7
2054	15
2055	7
2056	13
2057	10
2058	8
2059	12
2060	10
2061	10
2062	8
2063	13
2064	13
2065	7
2066	15
2067	9
2068	11
2069	10
2070	12
2071	8
2072	8
2073	9
2074	11
2075	9
2076	9
2077	10
2078	13
2079	5
2080	12
2081	8
2082	14
2083	12
2084	16
2085	14
2086	8
2087	3
2088	12
2089	6
2090	13
2091	9
2092	10
2093	7
2094	11
2095	8
2096	12
2097	13
2098	7
2099	12
2100	11
2101	13
2102	15
2103	7
2104	9
2105	16
2106	8
2107	8
2108	12
2109	11
2110	5
2111	14
2112	11
2113	17
2114	14
2115	11
2116	13
2117	6
2118	10
2119	7
2120	8
2121	20
2122	7
2123	9
2124	12
2125	16
2126	10
2127	10
2128	10
2129	12
2130	11
2131	5
2132	9
2133	10
2134	8
2135	3
2136	10
2137	4
2138	11
2139	13
2140	10
2141	14
2142	17
2143	9
2144	12
2145	11
2146	6
2147	10
2148	6
2149	6
2150	9
2151	6
2152	9
2153	13
2154	9
2155	8
2156	6
2157	8
2158	11
2159	13
2160	9
2161	10
2162	10
2163	10
2164	9
2165	11
2166	8
2167	9
2168	12
2169	8
2170	13
2171	9
2172	11
2173	5
2174	5
2175	5
2176	8
2177	10
2178	4
2179	9
2180	13
2181	16
2182	7
2183	8
2184	12
2185	9
2186	12
2187	14
2188	9
2189	10
2190	10
2191	5
2192	5
2193	4
2194	6
2195	5
2196	11
2197	9
2198	7
2199	7
2200	5
2201	11
2202	11
2203	5
2204	8
2205	12
2206	12
2207	8
2208	8
2209	11
2210	9
2211	6
2212	11
2213	16
2214	9
2215	10
2216	5
2217	7
2218	10
2219	13
2220	8
2221	10
2222	7
2223	9
2224	8
2225	8
2226	9
2227	10
2228	7
2229	14
2230	4
2231	9
2232	7
2233	5
2234	7
2235	6
2236	14
2237	7
2238	10
2239	9
2240	7
2241	4
2242	13
2243	14
2244	5
2245	11
2246	7
2247	5
2248	4
2249	14
2250	7
2251	4
2252	10
2253	5
2254	14
2255	8
2256	11
2257	5
2258	10
2259	5
2260	11
2261	3
2262	7
2263	5
2264	8
2265	11
2266	5
2267	6
2268	6
2269	7
2270	4
2271	8
2272	7
2273	9
2274	10
2275	7
2276	4
2277	14
2278	9
2279	2
2280	8
2281	7
2282	8
2283	2
2284	5
2285	1
2286	3
2287	6
2288	7
2289	1
2290	7
2291	8
2292	3
2293	11
2294	11
2295	8
2296	4
2297	4
2298	4
2299	2
2300	11
2301	2
2302	6
2303	8
2304	8
2305	10
2306	4
2307	10
2308	5
2309	8
2310	3
2311	4
2312	6
2313	6
2314	5
2315	12
2316	8
2317	10
2318	6
2319	12
2320	5
2321	3
2322	5
2323	6
2324	4
2325	4
2326	6
2327	1
2328	5
2329	4
2330	5
2331	8
2332	8
2333	5
2334	2
2335	2
2336	6
2337	8
2338	7
2339	8
2340	10
2341	2
2342	5
2343	4
2344	7
2345	3
2346	4
2347	3
2348	8
2349	5
2350	8
2351	3
2352	2
2353	5
2354	4
2355	5
2356	7
2357	10
2358	6
2359	5
2360	4
2361	4
2362	7
2363	5
2364	5
2365	5
2366	1
2367	1
2368	5
2369	3
2370	6
2371	3
2372	7
2373	5
2374	6
2375	4
2376	3
2377	4
2378	3
2379	3
2380	5
2381	4
2382	2
2383	3
2384	2
2385	2
2386	1
2387	3
2388	7
2389	3
2390	3
2391	5
2392	4
2393	5
2394	3
2395	5
2396	6
2397	4
2398	3
2399	4
2400	3
2401	2
2402	2
2403	3
2404	4
2405	2
2406	1
2407	3
2409	3
2410	4
2411	7
2412	3
2413	8
2414	9
2415	5
2416	5
2417	6
2418	5
2420	5
2421	2
2422	4
2423	3
2424	1
2425	7
2426	3
2427	2
2428	3
2429	3
2430	2
2431	3
2432	3
2433	2
2434	5
2435	5
2436	4
2438	5
2439	4
2440	2
2441	3
2442	3
2443	3
2444	2
2445	5
2446	3
2447	4
2448	1
2449	7
2450	4
2451	5
2452	5
2453	3
2454	3
2456	1
2457	2
2458	2
2459	3
2460	4
2461	2
2462	4
2463	3
2465	7
2466	5
2467	4
2468	4
2469	1
2470	3
2471	4
2473	2
2474	6
2475	2
2476	2
2477	1
2478	3
2479	3
2480	1
2481	3
2485	3
2486	1
2487	3
2488	2
2489	2
2490	1
2492	3
2494	4
2495	3
2496	1
2497	1
2498	3
2499	1
2500	1
2501	1
2502	1
2503	1
2504	2
2505	3
2506	3
2507	4
2508	5
2509	3
2510	1
2511	5
2513	3
2514	1
2515	1
2516	2
2517	4
2518	1
2520	2
2521	1
2522	1
2523	4
2524	2
2526	1
2527	6
2528	2
2530	3
2531	1
2532	1
2533	3
2534	3
2535	4
2536	1
2537	1
2538	1
2539	2
2540	2
2543	2
2544	2
2547	2
2548	3
2550	2
2551	4
2553	2
2554	4
2555	1
2556	2
2557	1
2558	1
2560	1
2561	3
2562	2
2563	3
2566	1
2567	1
2568	2
2571	3
2572	1
2573	2
2574	1
2575	2
2576	2
2578	2
2579	2
2580	2
2581	1
2586	1
2592	2
2593	2
2594	1
2595	1
2597	1
2598	2
2600	1
2601	3
2603	1
2605	1
2606	1
2607	1
2608	2
2611	1
2613	1
2615	1
2616	2
2617	1
2618	1
2621	1
2623	1
2626	1
2627	1
2628	1
2630	1
2631	1
2635	1
2636	2
2637	1
2639	3
2643	1
2646	1
2649	1
2650	1
2654	1
2657	1
2662	1
2665	1
2666	1
2669	2
2670	1
2673	2
2682	1
2701	1
2704	1
2705	1
2706	1
2728	1
2729	1
2731	1
2745	2
2748	1
2755	1
2757	1
2759	1
2763	1
2807	1
2819	1
2879	1
2917	1
