Valor_ADC_12bits	Frecuencia
1670	6
1671	7
1672	4
1673	5
1674	8
1675	8
1676	5
1677	4
1678	6
1679	7
1680	6
1681	6
1682	2
1683	2
1684	3
1685	9
1686	5
1687	5
1688	4
1689	5
1690	10
1691	2
1692	3
1693	4
1694	8
1695	5
1696	2
1697	3
1698	2
1699	2
1700	1
1701	7
1702	3
1703	3
1704	6
1705	3
1706	2
1707	9
1708	1
1709	7
1710	3
1711	3
1712	5
1713	6
1714	2
1715	3
1716	8
1717	3
1718	4
1719	3
1720	2
1721	6
1723	5
1724	4
1725	3
1726	3
1727	4
1728	2
1729	5
1730	3
1731	4
1732	2
1733	2
1734	5
1735	4
1736	6
1737	5
1738	1
1739	3
1740	5
1741	2
1742	3
1743	4
1744	2
1745	9
1746	6
1747	6
1748	5
1749	5
1750	6
1751	2
1752	3
1753	1
1754	3
1755	1
1756	1
1757	3
1758	8
1759	5
1760	5
1761	1
1762	1
1763	7
1764	2
1766	5
1767	3
1768	3
1769	4
1770	3
1771	5
1772	3
1773	2
1774	2
1775	2
1776	2
1777	1
1778	5
1779	3
1780	7
1781	1
1782	2
1783	2
1784	6
1785	1
1786	1
1787	1
1788	2
1789	1
1790	3
1792	3
1794	1
1795	5
1798	1
1799	1
1800	3
1801	3
1802	1
1803	2
1804	1
1805	4
1806	3
1807	3
1808	2
1809	2
1810	3
1811	4
1812	2
1813	2
1815	3
1816	5
1817	5
1818	3
1819	3
1820	3
1821	1
1822	3
1823	3
1825	2
1827	1
1828	1
1829	2
1830	2
1832	1
1833	6
1834	4
1835	4
1836	3
1837	1
1839	2
1840	2
1841	1
1842	4
1844	6
1845	1
1846	2
1847	1
1848	2
1850	1
1851	2
1852	1
1854	4
1855	3
1856	1
1857	2
1858	3
1859	1
1860	1
1864	2
1866	1
1867	2
1870	1
1871	1
1873	3
1877	2
1879	1
1881	1
1882	1
1883	1
1884	2
1885	1
1886	2
1888	1
1891	1
1892	2
1893	2
1894	1
1895	3
1896	1
1897	1
1899	3
1900	1
1904	2
1907	1
1909	1
1910	2
1912	1
1913	1
1914	2
1915	4
1917	1
1919	2
1920	1
1925	2
1927	1
1930	1
1931	1
1935	1
1937	2
1938	1
1939	3
1940	1
1941	3
1942	1
1943	1
1944	1
1945	1
1947	3
1949	2
1951	3
1953	1
1955	1
1956	1
1957	2
1958	1
1959	1
1961	2
1963	1
1964	1
1973	1
1976	1
1983	1
1984	1
1995	2
1996	1
1997	1
1999	1
2009	1
2018	1
2019	1
2021	1
2023	1
2030	1
2031	2
2032	1
2033	1
2062	1
2083	1
2086	1
2118	1
2251	1
2293	1
