"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.839707287E1	1.805501495E0	-5.933513539E0	-2.790726342E0	6.801071392E0
1.840700588E1	1.777850889E0	-5.757822250E0	-2.755976047E0	6.626362111E0
1.841693887E1	1.787797588E0	-5.472351242E0	-3.093362145E0	6.535421768E0
1.842687187E1	1.921576619E0	-5.057239276E0	-3.595299123E0	6.495714093E0
1.843680488E1	2.438150494E0	-4.634082127E0	-4.083387263E0	6.640282112E0
1.844673787E1	3.020789720E0	-4.249199097E0	-4.741888411E0	7.047437066E0
1.845667087E1	3.371289952E0	-3.705375881E0	-5.559432070E0	7.483494592E0
1.846660387E1	3.101474279E0	-3.214806767E0	-6.632525951E0	7.996532107E0
1.847653688E1	2.186800036E0	-3.052728381E0	-7.999344769E0	8.836897742E0
1.848646987E1	1.375097453E0	-2.617537662E0	-9.319489358E0	9.777283790E0
1.849640287E1	6.051346336E-1	-1.829373922E0	-1.002847654E1	1.021191160E1
1.850633588E1	-1.391146159E-1	-1.557650303E0	-9.914407883E0	1.003698715E1
1.851626887E1	-5.916031533E-1	-1.741271585E0	-9.370926145E0	9.549674227E0
1.852620187E1	-8.095166016E-1	-1.971552479E0	-8.669212904E0	8.927350597E0
1.853613488E1	-8.926669317E-1	-2.277589899E0	-7.778843343E0	8.154426636E0
1.854606787E1	-6.757267526E-1	-2.576294911E0	-7.015385259E0	7.503967780E0
1.855600087E1	-1.374177539E-1	-2.542954087E0	-6.298704316E0	6.794054400E0
1.856593387E1	2.464835286E-1	-2.381466270E0	-5.693363714E0	6.176287405E0
1.857586688E1	8.700662738E-1	-2.374682915E0	-5.380542355E0	5.945281347E0
1.858579987E1	1.488628600E0	-2.135623596E0	-5.148645875E0	5.769355042E0
1.859573287E1	1.678793501E0	-1.840636829E0	-4.788483703E0	5.397765068E0
1.860566588E1	1.902940666E0	-2.071887776E0	-4.547643907E0	5.347426226E0
1.861559887E1	2.188632699E0	-2.756024579E0	-4.598645661E0	5.790796706E0
1.862553187E1	2.262632137E0	-3.259487681E0	-4.834640454E0	6.254399447E0
1.863546488E1	2.325310196E0	-3.704323967E0	-5.061620010E0	6.689475367E0
1.864539787E1	2.870028035E0	-4.443250058E0	-5.470343308E0	7.609480134E0
1.865533087E1	3.719037901E0	-5.221118605E0	-5.719582629E0	8.590980610E0
1.866526387E1	3.928116206E0	-5.949281141E0	-5.497083794E0	9.002331546E0
1.867519688E1	4.328804845E0	-6.914329001E0	-5.126290800E0	9.634591547E0
1.868512987E1	4.435698963E0	-7.958006709E0	-4.264500090E0	1.005938652E1
1.869506287E1	3.603191110E0	-8.882170837E0	-2.860459067E0	1.000290813E1
1.870499588E1	2.962472515E0	-9.355802321E0	-1.123063016E0	9.877679435E0
1.871492887E1	2.039702070E0	-9.181431334E0	1.091375200E0	9.468377142E0
1.872486187E1	1.063950882E0	-8.808759044E0	3.164965686E0	9.420362794E0
1.873479488E1	6.067760932E-1	-8.517487013E0	3.987095901E0	9.424048810E0
1.874472787E1	4.149634463E-1	-7.973505923E0	3.637510757E0	8.773851827E0
1.875466087E1	3.904843703E-2	-7.147870302E0	3.023458974E0	7.761113245E0
1.876459388E1	-5.171642974E-1	-6.345658627E0	3.157991127E0	7.106880489E0
1.877452688E1	-9.704565346E-1	-6.073302923E0	4.850472375E0	7.832871539E0
1.878445987E1	-1.498384679E0	-6.552329634E0	8.149771993E0	1.056394641E1
1.879439287E1	-2.040606342E0	-7.013135836E0	1.218353686E1	1.420516522E1
1.880432588E1	-2.490593148E0	-6.750636783E0	1.481802560E1	1.647264502E1
1.881425887E1	-2.476616256E0	-6.110489461E0	1.486635752E1	1.626285016E1
1.882419187E1	-2.244296146E0	-5.738242264E0	1.270771402E1	1.412268689E1
1.883412588E1	-2.277279120E0	-5.982387491E0	9.144696202E0	1.116245622E1
1.884405887E1	-2.537049861E0	-6.342264318E0	5.549138632E0	8.800788501E0
1.885399187E1	-2.912697507E0	-6.433355752E0	3.026493094E0	7.683198126E0
1.886392487E1	-3.238236560E0	-6.451925340E0	1.873251429E0	7.458055211E0
1.887385788E1	-3.390847719E0	-6.374463181E0	1.407152912E0	7.356066097E0
1.888379087E1	-3.432608534E0	-6.298179236E0	1.227499550E0	7.277129804E0
1.889372387E1	-3.133495971E0	-6.221909325E0	1.239394541E0	7.075807478E0
1.890365688E1	-2.547095085E0	-6.399758821E0	1.239586914E0	6.998655732E0
1.891358987E1	-1.909324071E0	-6.516373935E0	1.229247283E0	6.900702613E0
1.892352287E1	-1.147914267E0	-6.812420218E0	6.811357194E-1	6.941953778E0
1.893345588E1	-4.350679278E-1	-7.212652774E0	-8.715684235E-2	7.226288152E0
1.894338887E1	1.468645155E-2	-7.522116078E0	-6.517078525E-1	7.550309206E0
1.895332187E1	7.726440597E-1	-7.490797806E0	-1.144181989E0	7.616966787E0
1.896325537E1	1.485691543E0	-7.199909937E0	-1.660410440E0	7.536772870E0
1.897318838E1	2.244832043E0	-6.521982000E0	-2.309960670E0	7.274024911E0
1.898312137E1	2.990480093E0	-5.553733959E0	-2.967599646E0	6.970909534E0
1.899305437E1	3.078109390E0	-4.783729624E0	-3.109242598E0	6.482762996E0
1.900298738E1	2.773006355E0	-4.352400406E0	-2.918272827E0	5.928681964E0
1.901292037E1	2.550250828E0	-4.549070043E0	-2.641060718E0	5.845769347E0
1.902285337E1	1.951487759E0	-5.054527338E0	-2.305510939E0	5.888287677E0
1.903278638E1	1.855526764E0	-5.236037775E0	-1.975987008E0	5.896066130E0
1.904271937E1	2.194353615E0	-5.033066887E0	-1.972534811E0	5.834196059E0
1.905265237E1	2.389955842E0	-4.471643845E0	-2.814516031E0	5.799050620E0
1.906258537E1	3.336301968E0	-3.528371893E0	-3.968447961E0	6.271275648E0
1.907251838E1	4.948348918E0	-2.465036138E0	-4.702750073E0	7.257989971E0
1.908245137E1	6.232261235E0	-1.451505797E0	-5.028825901E0	8.138614079E0
1.909238437E1	7.305117719E0	-5.970533431E-1	-5.043092523E0	8.896853363E0
1.910231738E1	7.901433728E0	9.477576435E-2	-5.323837227E0	9.528110002E0
1.911225037E1	7.911014391E0	5.601813859E-1	-6.026168518E0	9.960555149E0
1.912218337E1	7.831841921E0	9.029018980E-1	-6.848506894E0	1.044294146E1
1.913211638E1	7.539578202E0	8.135149276E-1	-7.663705235E0	1.078143886E1
1.914204937E1	7.096541104E0	1.571252096E-1	-8.317562524E0	1.093468931E1
1.915198237E1	6.906881402E0	-9.662868851E-1	-8.267964102E0	1.081655913E1
1.916191537E1	6.206897183E0	-2.300041453E0	-7.789194669E0	1.022190378E1
1.917184838E1	5.273003873E0	-3.723514529E0	-7.373175800E0	9.799635283E0
1.918178137E1	4.209100353E0	-4.694568064E0	-6.722307608E0	9.216556552E0
1.919171437E1	3.656303124E0	-5.405052713E0	-6.083128585E0	8.921188303E0
1.920164738E1	3.590644447E0	-5.766756796E0	-4.971578152E0	8.418123354E0
1.921158037E1	3.276766495E0	-5.876810165E0	-3.991604104E0	7.823490251E0
1.922151337E1	2.824930800E0	-6.268695236E0	-3.634944414E0	7.777505698E0
1.923144638E1	2.332602551E0	-6.493369820E0	-3.674272202E0	7.816979115E0
1.924137937E1	1.718375935E0	-6.132588428E0	-4.428028586E0	7.756861081E0
1.925131237E1	1.134126606E0	-5.367945698E0	-5.571968501E0	7.819713367E0
1.926124538E1	4.336978521E-1	-4.429053603E0	-6.578244494E0	7.942160302E0
1.927117837E1	-5.480408120E-1	-3.664481624E0	-7.564471554E0	8.423182545E0
1.928111137E1	-1.343319297E0	-3.195157199E0	-8.297184393E0	8.992041209E0
1.929104437E1	-2.154265397E0	-2.977382330E0	-8.533268648E0	9.290981582E0
1.930097738E1	-2.490078886E0	-2.875840752E0	-8.652094595E0	9.451438715E0
1.931091037E1	-2.477053336E0	-2.621996748E0	-8.358053908E0	9.103171167E0
1.932084337E1	-2.409277967E0	-2.479521738E0	-7.690228205E0	8.431622514E0
1.933077638E1	-2.181441209E0	-2.507613516E0	-6.800698889E0	7.569433049E0
1.934070937E1	-1.899057530E0	-2.534537020E0	-5.869534475E0	6.669462674E0
1.935064237E1	-1.657585065E0	-2.512827478E0	-5.021168972E0	5.854402449E0
1.936057538E1	-1.327624347E0	-2.550443201E0	-4.554127885E0	5.385854409E0
1.937050837E1	-9.847599936E-1	-2.719255241E0	-4.369778624E0	5.240139934E0
1.938044237E1	-7.774960792E-1	-2.849014896E0	-4.294083201E0	5.211577167E0
1.939037437E1	-6.329458916E-1	-3.088495215E0	-4.375211856E0	5.392763854E0
1.940030838E1	-7.877649593E-1	-3.767537046E0	-4.197069707E0	5.694761027E0
1.941024137E1	-1.147150036E0	-4.337162562E0	-3.374049253E0	5.613478481E0
1.942017437E1	-1.036336529E0	-4.316188307E0	-2.202043873E0	4.955045118E0
1.943010738E1	-3.858039665E-1	-4.099737248E0	-1.249297385E0	4.303188836E0
1.944004037E1	3.244076174E-1	-3.768079960E0	-5.222540063E-1	3.817907298E0
1.944997337E1	9.624598825E-1	-3.397128798E0	-4.161106700E-1	3.555272309E0
1.945990638E1	1.818436121E0	-3.134715700E0	-6.511219615E-1	3.681998405E0
1.946983938E1	2.227227246E0	-3.096358258E0	-1.116953260E0	3.974362874E0
1.947977237E1	2.067120541E0	-3.299708338E0	-1.815664541E0	4.296242565E0
1.948970537E1	1.807890083E0	-3.536793053E0	-2.294134011E0	4.586984032E0
1.949963838E1	1.630707169E0	-3.706294771E0	-2.481855361E0	4.749256030E0
1.950957137E1	1.803701722E0	-3.919465835E0	-2.215468495E0	4.850139481E0
1.951950437E1	2.502826400E0	-4.414108704E0	-8.320938706E-1	5.142069219E0
1.952943738E1	3.393315829E0	-4.862060972E0	1.710457928E0	6.170890984E0
1.953937037E1	2.961992458E0	-5.154129978E0	3.799314324E0	7.055015556E0
1.954930337E1	1.650169626E0	-5.458391014E0	4.262773992E0	7.119574030E0
1.955923638E1	2.639631951E-1	-5.412090422E0	3.687964627E0	6.554500926E0
1.956916937E1	-8.585317639E-1	-4.919389998E0	2.581268553E0	5.621425271E0
1.957910237E1	-1.814668175E0	-4.135837957E0	1.563350168E0	4.779355599E0
1.958903537E1	-2.503759616E0	-3.082497725E0	8.726109821E-1	4.065962908E0
1.959896838E1	-2.937944614E0	-2.180034953E0	6.409232479E-1	3.714142373E0
1.960890137E1	-3.077990984E0	-1.761149780E0	3.862261355E-1	3.567190445E0
1.961883437E1	-2.915642749E0	-1.504855793E0	1.457541293E-1	3.284327612E0
1.962876738E1	-2.580401995E0	-1.145642624E0	1.222845751E-1	2.825937897E0
1.963870037E1	-2.173723176E0	-6.825887525E-1	3.736078441E-2	2.278682883E0
1.964863337E1	-1.601357363E0	-1.750194436E-1	-3.258992422E-1	1.643528985E0
1.965856638E1	-7.778074434E-1	3.755859572E-1	-7.976280427E-1	1.175695422E0
1.966849937E1	-4.033380121E-2	9.403685170E-1	-1.384218963E0	1.673912154E0
1.967843237E1	8.356255889E-1	1.322500432E0	-2.223302595E0	2.718520176E0
1.968836537E1	1.646781896E0	1.666858165E0	-3.066334852E0	3.859108210E0
1.969829838E1	2.080155447E0	1.952795196E0	-3.658133887E0	4.639223997E0
1.970823137E1	2.151373072E0	2.129575236E0	-3.975717219E0	4.996981508E0
1.971816437E1	1.895247777E0	2.024111931E0	-4.063934162E0	4.919812407E0
1.972809738E1	1.765197222E0	1.835333989E0	-4.013768560E0	4.753389331E0
1.973803037E1	1.776736702E0	1.563726144E0	-4.180196105E0	4.803756055E0
1.974796337E1	1.704410153E0	1.071665990E0	-4.466620209E0	4.899405888E0
1.975789638E1	1.711244963E0	4.077725405E-1	-4.655104036E0	4.976407475E0
1.976782937E1	1.759692361E0	-1.667508960E-1	-4.276074654E0	4.627000920E0
1.977776237E1	1.920294617E0	-7.997920972E-1	-3.448991262E0	4.027746211E0
1.978769537E1	2.213444189E0	-1.644620034E0	-2.640533592E0	3.817921933E0
1.979762838E1	2.581241071E0	-2.448501674E0	-1.513406761E0	3.866311671E0
1.980756137E1	2.921872957E0	-3.339026186E0	-2.294792408E-1	4.442870488E0
1.981749437E1	3.047421448E0	-4.293115194E0	1.302176095E0	5.423400975E0
1.982742738E1	2.962169921E0	-5.088731210E0	3.245234508E0	6.723182504E0
1.983736037E1	2.623163853E0	-5.639472851E0	5.520012481E0	8.315959381E0
1.984729337E1	2.175845862E0	-6.046937828E0	8.110130795E0	1.034765596E1
1.985722638E1	1.928976856E0	-6.644027424E0	1.035826301E1	1.245622995E1
1.986715937E1	1.835460728E0	-7.511654824E0	1.228851309E1	1.451900232E1
1.987709337E1	1.767066285E0	-8.329745198E0	1.383087293E1	1.624192797E1
1.988702637E1	1.966350065E0	-9.064431472E0	1.498288668E1	1.762150231E1
1.989695938E1	2.339809975E0	-9.730605921E0	1.567635944E1	1.859859262E1
1.990689237E1	2.705658710E0	-1.016792912E1	1.574060864E1	1.893341311E1
1.991682537E1	3.046087114E0	-1.014540565E1	1.552058026E1	1.879085719E1
1.992675838E1	3.391397942E0	-1.002895952E1	1.479392104E1	1.819180334E1
1.993669137E1	3.700424459E0	-9.734366266E0	1.375173671E1	1.724996494E1
1.994662437E1	3.941963582E0	-9.492916020E0	1.305969652E1	1.661957294E1
1.995655738E1	3.999262202E0	-9.467868887E0	1.286443928E1	1.646597818E1
1.996649079E1	3.858401900E0	-9.627215454E0	1.263864437E1	1.634949155E1
1.997642379E1	3.474515528E0	-9.915804198E0	1.188361797E1	1.586240231E1
1.998635679E1	3.031611747E0	-1.000610392E1	1.079499856E1	1.502813293E1
1.999628979E1	2.546073577E0	-1.007592669E1	9.064284123E0	1.379014271E1
2.000622279E1	2.046860524E0	-1.022756604E1	6.681678815E0	1.238699225E1
2.001615579E1	1.917137706E0	-1.025950470E1	4.151110885E0	1.123230054E1
2.002608879E1	1.905527036E0	-1.027539627E1	1.979346818E0	1.063638169E1
2.003602179E1	1.949243597E0	-1.024282377E1	-3.393139243E-3	1.042664859E1
2.004595479E1	1.931170000E0	-1.022854837E1	-1.801191512E0	1.056394388E1
2.005588779E1	1.762986244E0	-1.015566634E1	-3.253703615E0	1.080889756E1
2.006582079E1	1.487615862E0	-9.933975005E0	-4.570163289E0	1.103554497E1
2.007575379E1	1.098764765E0	-9.679598905E0	-5.846923876E0	1.136170928E1
2.008568679E1	5.216117627E-1	-9.498868486E0	-7.058388607E0	1.184573472E1
2.009561979E1	-4.703960739E-2	-9.083834288E0	-8.303159078E0	1.230693742E1
2.010555279E1	-3.180322155E-1	-8.119453595E0	-9.435498117E0	1.245212014E1
2.011548579E1	5.273366254E-2	-7.111600024E0	-1.058838836E1	1.275506189E1
2.012541879E1	6.458894344E-1	-5.915584806E0	-1.155403498E1	1.299642416E1
2.013535179E1	8.678543452E-1	-4.637886033E0	-1.221558311E1	1.309517578E1
2.014528479E1	6.075887831E-1	-3.848753702E0	-1.278214439E1	1.336283220E1
2.015521779E1	-3.229550960E-1	-3.500353497E0	-1.354865823E1	1.399724668E1
2.016515079E1	-1.427176263E0	-3.185482688E0	-1.441056355E1	1.482728815E1
2.017508379E1	-2.370109077E0	-3.038888606E0	-1.505011328E1	1.553570632E1
2.018501679E1	-3.199070740E0	-3.064970697E0	-1.511513900E1	1.575104841E1
2.019494979E1	-3.572221040E0	-2.955947314E0	-1.454297959E1	1.526422756E1
2.020488279E1	-3.337585140E0	-2.618366212E0	-1.361569422E1	1.426122173E1
2.021481579E1	-2.648932532E0	-2.276970094E0	-1.285117428E1	1.331743657E1
2.022474879E1	-1.745473687E0	-2.041006876E0	-1.194729999E1	1.224542219E1
2.023468179E1	-8.625735055E-1	-1.888733979E0	-1.111881970E1	1.131103446E1
2.024461479E1	-3.505427345E-1	-1.791878067E0	-1.068114742E1	1.083607943E1
2.025454779E1	7.824214082E-2	-1.786302162E0	-1.044676412E1	1.059867340E1
2.026448079E1	3.463837928E-1	-1.825834310E0	-1.025689334E1	1.042389148E1
2.027441379E1	4.330100734E-1	-1.852534451E0	-1.005513867E1	1.023353288E1
2.028434679E1	2.991783437E-1	-1.905053557E0	-9.974538310E0	1.015923970E1
2.029427979E1	1.534884607E-1	-1.989547870E0	-1.004551415E1	1.024178764E1
2.030421279E1	-7.824784186E-2	-2.066257492E0	-1.027846255E1	1.048438530E1
2.031414579E1	-4.279249327E-1	-2.089351655E0	-1.067969264E1	1.089056219E1
2.032407879E1	-6.990594088E-1	-2.117820579E0	-1.100095971E1	1.122474778E1
2.033401179E1	-7.424749120E-1	-2.242770607E0	-1.106412017E1	1.131353367E1
2.034394579E1	-5.660876584E-1	-2.333067697E0	-1.069831602E1	1.096437986E1
2.035387879E1	-5.050837306E-1	-2.446144661E0	-1.024681741E1	1.054684789E1
2.036381179E1	-5.708511292E-1	-2.741979275E0	-9.870715148E0	1.026037713E1
2.037374479E1	-4.255375510E-1	-3.127091223E0	-9.429844444E0	9.943930207E0
2.038367779E1	-1.206459660E-1	-3.586582971E0	-8.897054924E0	9.593524857E0
2.039361079E1	3.831782743E-2	-3.873367849E0	-8.501329987E0	9.342219131E0
2.040354379E1	4.130524300E-1	-4.111314150E0	-8.417147623E0	9.376667343E0
2.041347679E1	6.993639026E-1	-4.332664299E0	-8.442153241E0	9.514780142E0
2.042340979E1	7.616105830E-1	-4.632982265E0	-8.107183213E0	9.368617561E0
2.043334279E1	8.997148000E-1	-4.952996870E0	-7.681655602E0	9.184198251E0
2.044327579E1	1.002311435E0	-5.375592102E0	-7.047481211E0	8.920123882E0
2.045320879E1	1.047723543E0	-5.988998938E0	-5.865468321E0	8.448050161E0
2.046314179E1	9.429572256E-1	-6.495268410E0	-3.817177568E0	7.592662553E0
2.047307479E1	1.048635854E0	-6.907335731E0	-1.759650553E0	7.204671687E0
2.048300779E1	1.245773122E0	-7.288122202E0	-2.019797856E-1	7.396585140E0
2.049294079E1	1.537108449E0	-7.383312533E0	7.571694034E-1	7.579532430E0
2.050287379E1	1.878976145E0	-6.997423198E0	1.504829480E0	7.399932062E0
2.051280679E1	2.775751915E0	-6.513103003E0	2.595444542E0	7.540665872E0
2.052273979E1	2.752164247E0	-5.985297065E0	4.748802159E0	8.120918110E0
2.053267279E1	1.284037155E0	-5.826756245E0	7.396078759E0	9.502727018E0
2.054260579E1	-8.469938917E-1	-6.074630241E0	9.785729962E0	1.154898446E1
2.055253879E1	-2.941925983E0	-6.022304678E0	1.165479303E1	1.344460050E1
2.056247179E1	-3.649363941E0	-5.107967380E0	1.272689288E1	1.419094748E1
2.057240479E1	-2.803941927E0	-3.922423064E0	1.377457827E1	1.459405700E1
2.058233779E1	-1.175418035E0	-3.349360262E0	1.526760164E1	1.567480404E1
2.059227079E1	3.266651543E-1	-3.338470116E0	1.742210414E1	1.774209135E1
2.060220379E1	1.521677355E0	-3.235045735E0	2.068988610E1	2.099648565E1
2.061213679E1	2.315676616E0	-3.252183924E0	2.465570632E1	2.497684753E1
2.062206979E1	2.049560476E0	-3.854216171E0	2.760568275E1	2.794869229E1
2.063200279E1	1.150175312E0	-4.429611427E0	2.876470380E1	2.912649216E1
2.064193579E1	1.071915959E-1	-4.481684976E0	2.830818361E1	2.866095340E1
2.065186879E1	-5.976843673E-1	-4.470144326E0	2.660462540E1	2.698417146E1
2.066180179E1	-5.486670488E-1	-4.717657549E0	2.404219073E1	2.450682075E1
2.067173479E1	-1.050940534E-1	-4.922032354E0	2.114287457E1	2.170849125E1
2.068166779E1	4.143955354E-1	-4.955869022E0	1.832814892E1	1.899087687E1
2.069160079E1	9.149648501E-1	-4.998767120E0	1.561229266E1	1.641854182E1
2.070153379E1	1.235801719E0	-5.051244711E0	1.318272544E1	1.417132771E1
2.071146679E1	1.159062422E0	-5.176696723E0	1.129509103E1	1.247880988E1
2.072139979E1	6.911695415E-1	-5.494868284E0	9.915753912E0	1.135752915E1
2.073133279E1	2.135000064E-1	-6.020521277E0	8.622979555E0	1.051893698E1
2.074126579E1	2.823706320E-2	-6.576149436E0	7.225797315E0	9.770296084E0
2.075119879E1	6.126014549E-2	-6.975164602E0	5.687835757E0	9.000452745E0
2.076113179E1	2.858981475E-1	-7.178693315E0	3.991389511E0	8.218671772E0
2.077106479E1	5.378058092E-1	-7.208399509E0	2.316684968E0	7.590605234E0
2.078099779E1	8.766627371E-1	-7.163460733E0	4.270595813E-1	7.229528831E0
2.079093079E1	1.087521373E0	-7.067249478E0	-1.458055848E0	7.297578007E0
2.080086479E1	1.214469542E0	-6.756743031E0	-3.113894935E0	7.538226205E0
2.081079779E1	1.443134923E0	-6.314466655E0	-4.610461130E0	7.950564720E0
2.082073079E1	1.498210432E0	-6.004782912E0	-5.889881031E0	8.543579512E0
2.083066379E1	1.354300807E0	-5.808659112E0	-6.941714435E0	9.152160983E0
2.084059679E1	1.120045633E0	-5.711481897E0	-7.831426769E0	9.757395806E0
2.085052979E1	9.337502729E-1	-5.583775198E0	-8.541207998E0	1.024708100E1
2.086046279E1	7.674361639E-1	-5.500848232E0	-9.115911528E0	1.067464906E1
2.087039579E1	5.791644446E-1	-5.254662327E0	-9.736300524E0	1.107891942E1
2.088032879E1	5.085936680E-1	-4.841306572E0	-1.020855090E1	1.130979347E1
2.089026179E1	4.443891205E-1	-4.631967773E0	-1.048288705E1	1.146924270E1
2.090019479E1	4.061853869E-1	-4.545040142E0	-1.066607330E1	1.160118512E1
2.091012779E1	6.077051427E-1	-4.430493187E0	-1.077150679E1	1.166292990E1
2.092006079E1	9.678608094E-1	-4.170824772E0	-1.097013553E1	1.177609474E1
2.092999379E1	1.169354764E0	-3.816489936E0	-1.156042599E1	1.223014452E1
2.093992679E1	1.140603493E0	-3.432146019E0	-1.207599604E1	1.260596220E1
2.094985979E1	8.588172542E-1	-3.315872381E0	-1.214142521E1	1.261533919E1
2.095979279E1	4.850410833E-1	-3.532977160E0	-1.198657106E1	1.250580179E1
2.096972529E1	2.249827319E-1	-3.761579318E0	-1.181946583E1	1.240563858E1
2.097965829E1	9.060779594E-2	-3.851850387E0	-1.156392145E1	1.218889825E1
2.098959129E1	1.690029511E-1	-3.874638741E0	-1.154255806E1	1.217670046E1
2.099952429E1	6.000751110E-1	-3.752257687E0	-1.171903873E1	1.231971577E1
2.100945729E1	9.886950966E-1	-3.518021151E0	-1.192117931E1	1.246870109E1
2.101939029E1	1.170312831E0	-3.308459866E0	-1.195013005E1	1.245476402E1
2.102932329E1	1.264617675E0	-3.230995953E0	-1.182229354E1	1.232092599E1
2.103925629E1	1.273087952E0	-3.242108586E0	-1.167235456E1	1.218096392E1
2.104918929E1	1.233763818E0	-3.308852799E0	-1.149859402E1	1.202864682E1
2.105912229E1	1.122819991E0	-3.421667224E0	-1.133531169E1	1.189360427E1
2.106905529E1	1.102341068E0	-3.584083579E0	-1.125522589E1	1.186342786E1
2.107898829E1	1.023990060E0	-3.757120816E0	-1.121350366E1	1.187043289E1
2.108892129E1	9.700717878E-1	-4.091570734E0	-1.118030668E1	1.194492561E1
2.109885429E1	9.837593888E-1	-4.548597880E0	-1.113290915E1	1.206644900E1
2.110878729E1	8.675556256E-1	-4.933417468E0	-1.088662209E1	1.198373069E1
2.111872029E1	7.745256206E-1	-5.219866716E0	-1.055035807E1	1.179648057E1
2.112865329E1	6.797460555E-1	-5.476409794E0	-1.008434434E1	1.149552607E1
2.113858629E1	5.695205587E-1	-5.978054119E0	-9.273085270E0	1.104769637E1
2.114851929E1	3.875020710E-1	-6.586741083E0	-8.432143977E0	1.070683744E1
2.115845229E1	1.891843235E-1	-6.958223464E0	-7.682546718E0	1.036697586E1
2.116838529E1	5.530311182E-2	-7.204111746E0	-7.373447696E0	1.030873491E1
2.117831829E1	9.298666254E-2	-7.480214345E0	-7.729111020E0	1.075645901E1
2.118825129E1	4.039175443E-1	-7.849375382E0	-8.264596106E0	1.140523529E1
2.119818429E1	9.732011446E-1	-8.334927585E0	-8.087004472E0	1.165408854E1
2.120811729E1	1.611260938E0	-9.049626907E0	-6.034261065E0	1.099564530E1
2.121805029E1	2.123971265E0	-1.040431334E1	-2.534083861E0	1.091707703E1
2.122798329E1	2.104669314E0	-1.185890763E1	1.615348873E0	1.215206465E1
2.123791629E1	1.326381522E0	-1.248410129E1	6.320599800E0	1.405567696E1
2.124784929E1	-2.236026429E-2	-1.250368829E1	1.034427179E1	1.622795981E1
2.125778229E1	-1.246983203E0	-1.196922822E1	1.325312592E1	1.790147307E1
2.126771529E1	-1.425294483E0	-1.080720521E1	1.510964028E1	1.863138154E1
2.127764929E1	-1.110680806E0	-9.409187400E0	1.582591601E1	1.844521718E1
2.128758229E1	2.183193181E-2	-7.763211982E0	1.595964300E1	1.774762355E1
2.129751529E1	2.538534177E0	-6.117086874E0	1.603426400E1	1.734821402E1
2.130744829E1	4.958928285E0	-4.615858110E0	1.691552477E1	1.822174783E1
2.131738129E1	6.050659581E0	-3.309236376E0	1.841447955E1	1.966353437E1
2.132731429E1	5.924756749E0	-2.467402214E0	1.963941509E1	2.066149659E1
2.133724729E1	4.950855035E0	-2.197157940E0	2.001468238E1	2.073465648E1
2.134718029E1	3.544751990E0	-2.053203583E0	2.013199156E1	2.054453688E1
2.135711329E1	2.750725540E0	-1.924484147E0	1.995740539E1	2.023779040E1
2.136704629E1	2.661594093E0	-1.514632337E0	1.905000055E1	1.929457736E1
2.137697929E1	3.148280656E0	-6.273267174E-1	1.768244908E1	1.797148339E1
2.138691229E1	4.006284708E0	1.301707149E-1	1.607534303E1	1.656755610E1
2.139684529E1	4.727452513E0	6.059370178E-1	1.440724935E1	1.517513758E1
2.140677829E1	5.066014193E0	1.019988883E0	1.265843368E1	1.367263034E1
2.141671129E1	4.900772463E0	1.366865596E0	1.086855419E1	1.200047343E1
2.142664429E1	4.527703732E0	1.485434850E0	8.941673858E0	1.013213448E1
2.143657729E1	4.047683580E0	1.397684516E0	6.946168844E0	8.160056739E0
2.144651029E1	3.583830687E0	1.235289795E0	5.154608281E0	6.398419320E0
2.145644329E1	3.107518546E0	1.063541577E0	3.422553077E0	4.743591652E0
2.146637629E1	2.622865060E0	9.084047127E-1	1.715801699E0	3.263218613E0
2.147630929E1	2.218105005E0	7.689638221E-1	3.701784521E-1	2.376620975E0
2.148624229E1	1.855648094E0	6.886260027E-1	-6.560599351E-1	2.085197894E0
2.149617529E1	1.713842297E0	5.915060896E-1	-1.415665873E0	2.300270579E0
2.150610829E1	1.624441293E0	4.124143526E-1	-1.894470974E0	2.529410086E0
2.151604129E1	1.539547469E0	1.820138830E-1	-2.175859457E0	2.671647402E0
2.152597429E1	1.241692935E0	-6.148873508E-2	-2.485309312E0	2.778910683E0
2.153590729E1	7.404326257E-1	-4.257015654E-1	-2.855624589E0	2.980613039E0
2.154584029E1	4.046235773E-2	-7.551569380E-1	-3.270442439E0	3.356738440E0
2.155577329E1	-5.019549586E-1	-1.029903130E0	-3.652333449E0	3.827819074E0
2.156570629E1	-8.092154700E-1	-1.191751574E0	-4.019086602E0	4.269444766E0
2.157563929E1	-9.845758794E-1	-1.258107093E0	-4.403926363E0	4.684740177E0
2.158557229E1	-1.049772261E0	-1.469151817E0	-4.844863726E0	5.170409402E0
2.159550529E1	-1.169004370E0	-1.703838734E0	-5.256239905E0	5.647804493E0
2.160543829E1	-1.320600964E0	-1.940779607E0	-5.629532585E0	6.099364681E0
2.161537129E1	-1.898598816E0	-2.505849411E0	-5.817557990E0	6.612710466E0
2.162530429E1	-3.101329268E0	-3.352365439E0	-5.121976140E0	6.862305505E0
2.163523729E1	-5.063278865E0	-4.454703876E0	-3.791317672E0	7.736618718E0
2.164517029E1	-7.453718857E0	-5.529234710E0	-2.676701544E0	9.658938473E0
