"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
3.080419000E0	7.928046745E0	1.104349441E0	-8.846416283E-1	8.053328733E0
3.090352000E0	7.709141024E0	9.733386272E-1	-8.808333367E-1	7.820109384E0
3.100285000E0	7.280298627E0	9.150037341E-1	-9.125065345E-1	7.394095489E0
3.110218000E0	6.927515641E0	8.158998607E-1	-8.201936173E-1	7.023452364E0
3.120151000E0	6.537148508E0	7.091941684E-1	-5.705561006E-1	6.600212212E0
3.130084000E0	6.245264273E0	5.706705599E-1	-3.610866165E-1	6.281669704E0
3.140017000E0	6.199267151E0	4.270626511E-1	-3.162232697E-2	6.214040207E0
3.149950000E0	6.194923840E0	3.532207958E-1	3.891292781E-1	6.217175235E0
3.159883000E0	5.978261696E0	3.235735121E-1	8.037991941E-1	6.040728918E0
3.169815000E0	5.556307903E0	2.595652118E-1	1.202413825E0	5.690846213E0
3.179748000E0	5.088320151E0	2.057937782E-1	1.630163963E0	5.347035401E0
3.189681000E0	5.014214879E0	1.364184648E-1	2.317711154E0	5.525644382E0
3.199614000E0	5.059220313E0	-2.238255680E-2	3.040071498E0	5.902393232E0
3.209547000E0	4.888969858E0	-2.951174524E-1	3.371203414E0	5.945934161E0
3.219480000E0	4.238664168E0	-7.621830985E-1	3.328919274E0	5.443243568E0
3.229413000E0	3.280014916E0	-1.352217590E0	3.038855862E0	4.671363314E0
3.239346000E0	1.958185744E0	-1.866360631E0	2.880739549E0	3.951765905E0
3.249279000E0	7.059855819E-1	-2.493215040E0	3.197990760E0	4.116027426E0
3.259212000E0	-1.752030462E-2	-3.049908854E0	3.789781609E0	4.864637255E0
3.269145000E0	-8.986617165E-1	-3.586596127E0	4.016055406E0	5.458934482E0
3.279078000E0	-1.954225133E0	-4.305136777E0	3.623211976E0	5.956581534E0
3.289011000E0	-2.855475777E0	-4.739999468E0	2.864756185E0	6.231224990E0
3.298943000E0	-3.773931561E0	-4.862351871E0	1.937252712E0	6.452749276E0
3.308876000E0	-4.802830431E0	-4.984843145E0	1.196059656E0	7.024699284E0
3.318809000E0	-5.673668538E0	-5.130720066E0	8.070075613E-1	7.691948016E0
3.328742000E0	-6.604535329E0	-5.264710767E0	5.306430066E-1	8.462780180E0
3.338675000E0	-7.409449003E0	-5.347959330E0	1.560510761E-1	9.139198841E0
3.348608000E0	-7.869763454E0	-5.347177557E0	-2.929367334E-1	9.518996616E0
3.358541000E0	-8.782969315E0	-5.370911990E0	-8.341667086E-1	1.032875015E1
3.368474000E0	-1.021713227E1	-5.667369332E0	-1.649217700E0	1.179952482E1
3.378407000E0	-1.200597914E1	-6.061261168E0	-2.227828925E0	1.363252155E1
3.388340000E0	-1.377374446E1	-6.504364339E0	-2.432758046E0	1.542533966E1
3.398273000E0	-1.456051539E1	-6.608608500E0	-2.540975974E0	1.619070331E1
3.408206000E0	-1.429426243E1	-6.574080691E0	-2.129409760E0	1.587699157E1
3.418139000E0	-1.394534153E1	-6.685690590E0	-1.892704530E0	1.558054362E1
3.428071000E0	-1.355999248E1	-6.777890071E0	-1.736231285E0	1.525869224E1
3.438004000E0	-1.276203699E1	-6.539983823E0	-1.798259134E0	1.445249848E1
3.447937000E0	-1.167470280E1	-5.986715015E0	-1.671785613E0	1.322627345E1
3.457870000E0	-1.089494034E1	-5.578689875E0	-1.487624048E0	1.233022834E1
3.467803000E0	-9.895907292E0	-5.360919099E0	-1.402941747E0	1.134181115E1
3.477736000E0	-8.828762954E0	-5.150311747E0	-1.266712732E0	1.029938481E1
3.487669000E0	-7.866256878E0	-4.888121135E0	-1.118325602E0	9.328578544E0
3.497602000E0	-6.940476580E0	-4.569147627E0	-1.074276187E0	8.378627246E0
3.507535000E0	-6.282236803E0	-4.318464044E0	-1.086960552E0	7.700461946E0
3.517468000E0	-5.687815876E0	-4.150170360E0	-1.086426702E0	7.124288486E0
3.527401000E0	-5.127018194E0	-3.992164267E0	-1.038871297E0	6.580497296E0
3.537334000E0	-4.636331550E0	-3.877937448E0	-8.371470344E-1	6.102031158E0
3.547267000E0	-4.088620814E0	-3.863518506E0	-5.027880406E-1	5.647689016E0
3.557200000E0	-3.313028003E0	-3.858470605E0	9.147676528E-2	5.086483850E0
3.567132000E0	-2.061697687E0	-3.851289055E0	1.149049212E0	4.517005516E0
3.577065000E0	-1.731050470E-1	-3.735552192E0	2.461150956E0	4.476782278E0
3.586998000E0	2.078194437E0	-3.449291809E0	3.509497665E0	5.341636450E0
3.596931000E0	3.927606036E0	-2.917913808E0	3.731270860E0	6.153266807E0
3.606864000E0	4.806715322E0	-2.241255594E0	3.089714359E0	6.137920954E0
3.616797000E0	5.121315989E0	-1.519779933E0	2.070811889E0	5.729386562E0
3.626730000E0	5.361646492E0	-7.631307860E-1	1.287577352E0	5.566639664E0
3.636663000E0	6.519557160E0	-9.809435159E-2	1.119217302E0	6.615655329E0
3.646596000E0	8.831671359E0	5.570782685E-1	1.623018081E0	8.996829602E0
3.656529000E0	1.145626486E1	1.287861527E0	2.206964890E0	1.173777176E1
3.666462000E0	1.343624083E1	2.251208139E0	2.501937039E0	1.385136076E1
3.676395000E0	1.400151573E1	3.069389437E0	1.976937765E0	1.446968822E1
3.686328000E0	1.344641499E1	3.258133173E0	3.384421045E-1	1.383965501E1
3.696260000E0	1.179930813E1	3.010316480E0	-1.905450291E0	1.232543787E1
3.706193000E0	9.814034579E0	2.756945516E0	-3.604588594E0	1.081245033E1
3.716126000E0	8.665998690E0	2.352683059E0	-4.150231463E0	9.892374440E0
3.726059000E0	8.252018745E0	1.720205821E0	-3.674961004E0	9.195665273E0
3.735992000E0	8.265004241E0	1.257010447E0	-2.747607220E0	8.799983853E0
3.745925000E0	8.423564358E0	1.009067454E0	-1.819966922E0	8.676804320E0
3.755858000E0	8.485882228E0	6.747812578E-1	-1.203205538E0	8.597280413E0
3.765791000E0	8.335259122E0	2.954557139E-1	-1.064821240E0	8.408191422E0
3.775724000E0	8.003045472E0	3.051603377E-2	-1.197349552E0	8.092176098E0
3.785657000E0	7.443875654E0	-4.701278329E-2	-1.338759785E0	7.563449790E0
3.795590000E0	6.736984119E0	-2.141864330E-2	-1.575383738E0	6.918760561E0
3.805523000E0	6.095918784E0	-1.191194773E-1	-2.004627839E0	6.418173264E0
3.815456000E0	5.632545655E0	-2.298300737E-1	-2.372109556E0	6.115986933E0
3.825388000E0	5.481282864E0	-2.373662576E-1	-2.392184216E0	5.985261055E0
3.835321000E0	5.339693706E0	-2.075855112E-1	-2.259938325E0	5.801960173E0
3.845254000E0	5.271456699E0	-2.778544253E-1	-2.197867207E0	5.718048537E0
3.855187000E0	5.059025016E0	-3.609366354E-1	-2.039112963E0	5.466442265E0
3.865120000E0	4.662520645E0	-4.405216259E-1	-1.874154239E0	5.044364398E0
3.875053000E0	4.249819779E0	-4.948413822E-1	-1.634861616E0	4.580241112E0
3.884986000E0	3.877048963E0	-5.651024026E-1	-1.217255228E0	4.102750258E0
3.894919000E0	3.518318482E0	-6.071792588E-1	-6.303123057E-1	3.625537918E0
3.904852000E0	3.282369590E0	-7.251146749E-1	1.022093296E-1	3.363062319E0
3.914785000E0	2.857713799E0	-8.813186556E-1	5.681710213E-1	3.044021853E0
3.924718000E0	2.367513936E0	-1.008249721E0	7.169733042E-1	2.671280677E0
3.934651000E0	1.779057901E0	-9.055422083E-1	7.604871136E-1	2.136210279E0
3.944584000E0	1.078076439E0	-7.001953036E-1	7.955212909E-1	1.511746141E0
3.954516250E0	4.963916253E-1	-5.850098330E-1	8.541448903E-1	1.148130935E0
3.964449250E0	-8.924342126E-2	-5.313432106E-1	1.190516496E0	1.306759168E0
3.974381250E0	-7.501891436E-1	-6.780355257E-1	1.828175243E0	2.089196172E0
3.984314250E0	-1.690403733E0	-1.069748688E0	2.526721632E0	3.222754915E0
3.994247250E0	-2.891346983E0	-1.507721513E0	2.941815471E0	4.391741090E0
4.004180250E0	-3.826957036E0	-1.699208470E0	3.215720102E0	5.279561095E0
4.014113250E0	-4.745694656E0	-1.542372113E0	3.310126323E0	5.988110368E0
4.024046250E0	-5.571025929E0	-1.352074479E0	3.054730468E0	6.495830473E0
4.033979250E0	-6.399386353E0	-1.171702933E0	2.693150931E0	7.041171450E0
4.043912250E0	-7.321069508E0	-1.084838890E0	2.573747864E0	7.835758561E0
4.053845250E0	-8.014606002E0	-1.225003081E0	2.855186632E0	8.595733396E0
4.063778250E0	-8.518565825E0	-1.443797413E0	3.242127298E0	9.228320762E0
4.073711250E0	-8.569534834E0	-1.563698955E0	3.394168938E0	9.348928520E0
4.083644250E0	-8.742908286E0	-1.455969561E0	3.088641395E0	9.386053395E0
4.093577250E0	-9.229942759E0	-1.405540835E0	2.363580222E0	9.630882609E0
4.103510250E0	-9.771110169E0	-1.443693332E0	1.658277960E0	1.001542461E1
4.113442250E0	-9.981968951E0	-1.467592072E0	1.185436435E0	1.015868053E1
4.123375250E0	-9.870508157E0	-1.435343216E0	1.042011836E0	1.002860559E1
4.133308250E0	-9.645756975E0	-1.403343451E0	1.046912388E0	9.803368095E0
4.143241250E0	-9.282398715E0	-1.451011415E0	1.198740020E0	9.471290180E0
4.153174250E0	-8.822126364E0	-1.538438691E0	1.272375761E0	9.045200234E0
4.163107250E0	-8.044627361E0	-1.472248502E0	1.293691785E0	8.279926538E0
4.173040250E0	-6.752356449E0	-1.412033583E0	1.457181689E0	7.050640746E0
4.182973250E0	-5.271444420E0	-1.221480426E0	1.557371390E0	5.630767830E0
4.192906250E0	-4.104192826E0	-9.137098914E-1	1.405727946E0	4.433433836E0
4.202839250E0	-3.362912647E0	-6.798361757E-1	1.029137437E0	3.581966298E0
4.212772250E0	-2.793745844E0	-5.947045165E-1	6.733495671E-1	2.934636084E0
4.222705250E0	-2.448836135E0	-5.471128589E-1	3.673466456E-1	2.535956319E0
4.232638250E0	-2.312874337E0	-5.296323153E-1	5.796812654E-2	2.373448629E0
4.242571250E0	-2.130776401E0	-6.203767169E-1	1.390976590E-1	2.223605968E0
4.252504250E0	-1.737594856E0	-8.576450336E-1	6.338767684E-1	2.038771847E0
4.262436250E0	-1.004638626E0	-1.144115916E0	1.471046022E0	2.117138729E0
4.272369250E0	-1.599857406E-1	-1.279702907E0	2.182654506E0	2.535195389E0
4.282302250E0	7.169192174E-1	-1.458407558E0	2.442629315E0	2.933830899E0
4.292235250E0	1.593004761E0	-1.650516951E0	2.281215173E0	3.235090886E0
4.302168250E0	2.329619594E0	-1.757591749E0	1.870479848E0	3.466258944E0
4.312101250E0	2.673899266E0	-1.719431065E0	1.173325682E0	3.388638905E0
4.322034250E0	2.798168971E0	-1.561741015E0	3.300028181E-1	3.221441672E0
4.331967250E0	3.338305224E0	-1.191415213E0	-5.584909558E-2	3.544978293E0
4.341900250E0	4.420904631E0	-7.597059256E-1	-1.249321944E-1	4.487444585E0
4.351833250E0	5.580522977E0	-2.450193858E-1	-1.060053420E-1	5.586905076E0
4.361766250E0	6.544026003E0	1.209733370E-1	-1.599628633E-1	6.547098517E0
4.371699250E0	7.135695814E0	2.142276558E-1	-4.210650158E-1	7.151317640E0
4.381632250E0	7.682216350E0	1.889820099E-1	-7.102314645E-1	7.717291687E0
4.391565250E0	8.293142797E0	2.181394431E-1	-9.660670298E-1	8.352070868E0
4.401498250E0	8.376705941E0	3.796822241E-1	-1.305456383E0	8.486317068E0
4.411430250E0	8.009124237E0	4.921741748E-1	-1.726722543E0	8.207915522E0
4.421363250E0	7.472748036E0	3.907068568E-1	-2.052414209E0	7.759318214E0
4.431296250E0	7.072997290E0	1.186449757E-1	-2.305553623E0	7.440224782E0
4.441229250E0	6.913174176E0	-6.511400878E-2	-2.326086706E0	7.294305750E0
4.451162250E0	6.833851433E0	-1.250649261E-1	-2.184148470E0	7.175491006E0
4.461095250E0	6.763074396E0	-1.605847147E-1	-2.073922607E0	7.075741496E0
4.471028250E0	6.688192613E0	-1.901806891E-1	-2.137262571E0	7.023957604E0
4.480961250E0	6.580299205E0	-1.318096894E-1	-2.321054592E0	6.978897180E0
4.490894250E0	6.632548755E0	-3.358699143E-2	-2.467881101E0	7.076882661E0
4.500827250E0	6.679825248E0	8.368096501E-2	-2.608390862E0	7.171524993E0
4.510760250E0	6.748292634E0	7.858277768E-2	-2.676841292E0	7.260241596E0
4.520693250E0	6.643801721E0	7.060571373E-2	-2.754202879E0	7.192407106E0
4.530626250E0	6.382997192E0	5.177329391E-2	-2.924549813E0	7.021276610E0
4.540559250E0	6.221335128E0	-3.013391823E-2	-2.895578029E0	6.862236585E0
4.550491250E0	6.230814634E0	-1.221688002E-1	-2.606263061E0	6.755041329E0
4.560424250E0	6.279192157E0	-2.103088519E-1	-2.195794369E0	6.655373534E0
4.570357250E0	6.286436273E0	-3.983228552E-1	-1.705727531E0	6.525905954E0
4.580290250E0	6.468851860E0	-6.497048888E-1	-1.171924689E0	6.606176527E0
4.590223250E0	6.734949288E0	-8.229073101E-1	-5.388238460E-1	6.806397689E0
4.600156250E0	6.921508797E0	-7.914764795E-1	6.078940809E-2	6.966879818E0
4.610089250E0	6.921580718E0	-5.997655740E-1	4.669884628E-1	6.963194425E0
4.620022250E0	6.712563808E0	-3.831493306E-1	4.922133511E-1	6.741482795E0
4.629955250E0	6.519594582E0	-2.297318405E-1	5.337157184E-1	6.545436784E0
4.639888250E0	6.203930891E0	-1.448182824E-1	8.065783757E-1	6.257819069E0
4.649821250E0	5.693459024E0	-3.260448378E-1	1.090765336E0	5.806164819E0
4.659754250E0	5.142446072E0	-6.747727793E-1	1.256453792E0	5.336548139E0
4.669687250E0	4.438838626E0	-9.175488809E-1	1.401358321E0	4.744363966E0
4.679620250E0	3.541413815E0	-1.061355887E0	1.454870870E0	3.973001054E0
4.689553250E0	2.542556477E0	-1.199796027E0	1.661113275E0	3.265486374E0
4.699486250E0	1.309086189E0	-1.395533910E0	2.304085972E0	2.995001454E0
4.709418250E0	-1.136924389E-1	-1.897327778E0	2.904168758E0	3.470875227E0
4.719351250E0	-1.524820233E0	-2.682650209E0	3.572558132E0	4.720684325E0
4.729284250E0	-2.653954413E0	-3.266844940E0	4.277576219E0	6.001117246E0
4.739217250E0	-3.726296634E0	-3.524879935E0	4.586481698E0	6.880834218E0
4.749150250E0	-5.075888386E0	-3.745872820E0	4.232735676E0	7.596858390E0
4.759083250E0	-6.825220358E0	-3.945943197E0	3.591223029E0	8.663197071E0
4.769016250E0	-8.860627940E0	-4.081893300E0	2.836304803E0	1.015958687E1
4.778949250E0	-1.098088622E1	-4.343848269E0	2.103468588E0	1.199472635E1
4.788882250E0	-1.284753264E1	-4.919703993E0	1.655766581E0	1.385655604E1
4.798815250E0	-1.408136765E1	-5.423382565E0	1.862146981E0	1.520413051E1
4.808748250E0	-1.494797412E1	-5.704637146E0	2.496852300E0	1.619318025E1
4.818681250E0	-1.523584775E1	-6.081338167E0	3.005326173E0	1.667770116E1
4.828614250E0	-1.509100286E1	-6.349815997E0	3.257364557E0	1.669338056E1
4.838547250E0	-1.482992001E1	-6.360138087E0	2.970408356E0	1.640735231E1
4.848480250E0	-1.435401162E1	-6.205325451E0	2.380555859E0	1.581805170E1
4.858413250E0	-1.370395326E1	-5.921904477E0	1.828943567E0	1.504035645E1
4.868345250E0	-1.284529315E1	-5.696827605E0	1.354278295E0	1.411699227E1
4.878278250E0	-1.196677590E1	-5.522484099E0	8.588980919E-1	1.320754565E1
4.888211250E0	-1.108150979E1	-5.300412111E0	3.221242797E-1	1.228812401E1
4.898144250E0	-1.014140966E1	-4.993667178E0	-2.521296000E-1	1.130700982E1
4.908077250E0	-9.108601339E0	-4.651856493E0	-7.160348260E-1	1.025276027E1
4.918010250E0	-8.054832507E0	-4.344111978E0	-1.057025147E0	9.212433867E0
4.927943250E0	-6.993897327E0	-4.098797308E0	-1.270376598E0	8.205400410E0
4.937876250E0	-5.816775048E0	-3.995236687E0	-1.155129731E0	7.150602271E0
4.947809250E0	-4.712632452E0	-3.904786693E0	-7.157623458E-1	6.161864935E0
4.957742500E0	-3.848174243E0	-3.840380489E0	-2.244652534E-1	5.441263820E0
4.967675500E0	-3.216460944E0	-3.918023035E0	2.520009613E-1	5.075433971E0
4.977608500E0	-2.670574247E0	-4.119151173E0	6.994176239E-1	4.958685129E0
4.987541500E0	-1.909860261E0	-4.261313358E0	1.103496478E0	4.798339528E0
4.997474500E0	-9.069885170E-1	-4.279204084E0	1.314653469E0	4.567551806E0
5.007407500E0	5.289416861E-2	-4.125591881E0	1.243726743E0	4.309311125E0
5.017340500E0	6.816269586E-1	-3.819117090E0	9.462426299E-1	3.993199941E0
5.027273500E0	9.606376708E-1	-3.367385182E0	6.286680686E-1	3.557714328E0
5.037205500E0	1.754374318E0	-3.109958881E0	1.036204966E0	3.717982548E0
5.047138500E0	3.335744728E0	-2.909780623E0	2.350442113E0	5.011845398E0
5.057071500E0	5.136474311E0	-2.473493258E0	3.646977984E0	6.767716429E0
5.067004500E0	7.206006829E0	-1.959934062E0	4.455515762E0	8.695947139E0
5.076937500E0	9.188100668E0	-1.355058167E0	4.301570853E0	1.023527666E1
5.086870500E0	1.101971641E1	-5.560801488E-1	3.261838846E0	1.150577975E1
5.096803500E0	1.180979453E1	5.118643811E-1	1.738461998E0	1.194803340E1
5.106736500E0	1.131226781E1	1.484450618E0	-1.509704304E-1	1.141024929E1
5.116669500E0	1.095528010E1	2.002666391E0	-1.414558995E0	1.122630001E1
5.126602500E0	1.127381068E1	2.311322048E0	-1.865802076E0	1.165856913E1
5.136535500E0	1.191377206E1	2.659125398E0	-1.806124808E0	1.233981359E1
5.146468500E0	1.286255530E1	3.094536850E0	-1.458341192E0	1.330970497E1
5.156401500E0	1.408147523E1	3.356243020E0	-1.092641122E0	1.451709946E1
5.166334500E0	1.521729220E1	3.504878365E0	-8.489046156E-1	1.563875932E1
5.176267500E0	1.583135392E1	3.718830032E0	-1.032582031E0	1.629502039E1
5.186200500E0	1.571463765E1	3.784663248E0	-1.682602962E0	1.625129734E1
5.196132500E0	1.502301729E1	3.556463378E0	-2.620292285E0	1.565903611E1
5.206065500E0	1.389506015E1	3.148540857E0	-3.582313626E0	1.469077864E1
5.215998500E0	1.266281793E1	2.779739132E0	-4.441456717E0	1.370403025E1
5.225931500E0	1.163596032E1	2.522443517E0	-5.028842273E0	1.292468756E1
5.235864500E0	1.084192130E1	2.252427576E0	-5.227933534E0	1.224548800E1
5.245797500E0	1.023254553E1	1.872938018E0	-4.969651494E0	1.152867385E1
5.255730500E0	9.853298632E0	1.404499299E0	-4.247307522E0	1.082126302E1
5.265663500E0	9.470701863E0	8.130135289E-1	-3.289762809E0	1.005871384E1
5.275596500E0	8.959107916E0	2.461239249E-2	-2.164715248E0	9.216952453E0
5.285529500E0	8.274770846E0	-9.723856772E-1	-9.126071066E-1	8.381540323E0
5.295462500E0	7.369736468E0	-1.890334361E0	1.907268190E-1	7.610700121E0
5.305395500E0	6.349268113E0	-2.652255505E0	7.708735228E-1	6.924009736E0
5.315328500E0	5.290026287E0	-3.197706877E0	9.399831855E-1	6.252461577E0
5.325261500E0	3.969067473E0	-3.510086480E0	1.079610602E0	5.407380397E0
5.335194500E0	2.553998893E0	-3.788242037E0	1.095134375E0	4.698191926E0
5.345127500E0	1.133659925E0	-4.043315125E0	1.205385380E0	4.368814020E0
5.355060500E0	-1.596444093E-1	-4.162029975E0	1.715784157E0	4.504652609E0
5.364992500E0	-9.725029870E-1	-4.082573916E0	2.499268954E0	4.884620471E0
5.374925500E0	-1.160462831E0	-3.883012246E0	3.294935841E0	5.223127443E0
5.384858500E0	-1.049740467E0	-3.630970647E0	3.995744517E0	5.500170646E0
5.394791500E0	-1.102824560E0	-3.554209277E0	4.385826307E0	5.751877779E0
5.404724500E0	-1.764603437E0	-3.653360805E0	4.426224720E0	6.004359727E0
5.414657500E0	-2.961213024E0	-3.772863860E0	4.285103924E0	6.431593886E0
5.424590500E0	-4.288766035E0	-3.912067938E0	4.152263371E0	7.137161954E0
5.434523500E0	-5.313301713E0	-3.952245326E0	4.217045258E0	7.850789064E0
5.444456500E0	-6.038252374E0	-4.001379479E0	4.275683475E0	8.411480170E0
5.454389500E0	-6.648787057E0	-4.039078233E0	4.069659171E0	8.779672435E0
5.464322500E0	-7.430531723E0	-4.129881399E0	3.683922447E0	9.264988217E0
5.474255500E0	-8.592610871E0	-4.396828720E0	3.300028766E0	1.020074773E1
5.484188500E0	-1.004820036E1	-4.849974777E0	3.176455464E0	1.160079546E1
5.494121500E0	-1.153664536E1	-5.399965051E0	3.297656550E0	1.315782457E1
5.504054500E0	-1.265031892E1	-5.913698494E0	3.231502322E0	1.433335292E1
5.513987500E0	-1.323248057E1	-6.144543645E0	3.010454766E0	1.489687204E1
5.523920500E0	-1.345636929E1	-6.109022979E0	2.699851255E0	1.502275717E1
5.533852500E0	-1.350523096E1	-6.052811356E0	2.171859376E0	1.495810021E1
5.543785500E0	-1.337256349E1	-5.997022487E0	1.605319728E0	1.474336408E1
5.553718500E0	-1.310188301E1	-5.923493750E0	1.124052950E0	1.442257299E1
5.563651500E0	-1.269702648E1	-5.849598978E0	7.375964338E-1	1.399915490E1
5.573584500E0	-1.198317032E1	-5.922889148E0	6.174729896E-1	1.338126525E1
5.583517500E0	-1.101300966E1	-5.970928702E0	7.793104702E-1	1.255172084E1
5.593450500E0	-1.009686674E1	-5.875806783E0	7.933011031E-1	1.170902002E1
5.603383500E0	-9.196098490E0	-5.837747256E0	6.682934797E-1	1.091302601E1
5.613316500E0	-8.244202187E0	-5.814792842E0	5.594265103E-1	1.010404095E1
5.623249500E0	-7.481159840E0	-5.748260883E0	5.245466995E-1	9.449095458E0
5.633182500E0	-6.850760996E0	-5.763886982E0	5.307693064E-1	8.968669657E0
5.643115500E0	-6.164592578E0	-5.853508426E0	4.637321484E-1	8.513566236E0
5.653048500E0	-5.379470560E0	-5.920105873E0	3.922125149E-1	8.008756939E0
5.662981500E0	-4.433511520E0	-5.981854810E0	4.420518422E-1	7.458821703E0
5.672914500E0	-3.073243922E0	-6.071560453E0	7.889735788E-1	6.850631639E0
5.682847500E0	-1.862781843E0	-6.024209116E0	1.145829150E0	6.408898198E0
5.692780500E0	-9.394993284E-1	-6.035528156E0	9.420759040E-1	6.180434137E0
5.702713500E0	-3.034617215E-2	-6.081305423E0	5.667571646E-1	6.107733640E0
5.712646500E0	8.168396544E-1	-5.868262120E0	2.203762954E-1	5.928936924E0
5.722578500E0	1.591427036E0	-5.310160589E0	-9.554408848E-2	5.544328108E0
5.732511500E0	2.300613165E0	-4.691444482E0	-1.328078091E-1	5.226864277E0
5.742444500E0	3.507363431E0	-4.127229102E0	3.321481615E-1	5.426411402E0
5.752377500E0	5.284263856E0	-3.516114082E0	8.380130070E-1	6.402247147E0
5.762310500E0	7.445798804E0	-2.704484004E0	1.167249255E0	8.007285706E0
5.772243500E0	1.015531200E1	-1.717959029E0	1.261286516E0	1.037654030E1
5.782176500E0	1.327280063E1	-4.873002282E-1	9.917889315E-1	1.331872154E1
5.792109500E0	1.597172101E1	1.223066630E0	4.862743342E-1	1.602586119E1
5.802042500E0	1.712502349E1	2.929020594E0	-5.521736240E-1	1.738247643E1
5.811975500E0	1.699268930E1	3.923986025E0	-2.102484502E0	1.756614918E1
5.821908500E0	1.640496461E1	4.121563150E0	-3.488269349E0	1.727073159E1
5.831841500E0	1.599846617E1	4.073405189E0	-3.875726908E0	1.695773596E1
5.841774500E0	1.586023917E1	4.116047471E0	-3.793768240E0	1.681908769E1
5.851707500E0	1.608964415E1	4.258877993E0	-3.667422774E0	1.704302439E1
5.861640500E0	1.651739370E1	4.498096356E0	-3.454643181E0	1.746401228E1
5.871573500E0	1.672793089E1	4.661495043E0	-3.468526225E0	1.770829980E1
5.881506500E0	1.636410543E1	4.561217926E0	-3.675377326E0	1.738093939E1
5.891439500E0	1.555255517E1	4.141420294E0	-4.016650068E0	1.658815276E1
5.901372500E0	1.453312002E1	3.550062724E0	-4.336201572E0	1.557617305E1
5.911304500E0	1.351464966E1	2.878817570E0	-4.366388993E0	1.449133185E1
5.921237500E0	1.261112620E1	2.140811977E0	-4.235758102E0	1.347461416E1
5.931170500E0	1.186722004E1	1.408518822E0	-3.848651960E0	1.255495753E1
5.941103500E0	1.114837387E1	7.460507767E-1	-3.284337178E0	1.164601659E1
5.951036417E0	1.059542373E1	-1.881135522E-1	-2.794410088E0	1.095933933E1
5.960969417E0	9.916358514E0	-1.079271902E0	-2.343479249E0	1.024650619E1
5.970902417E0	8.967868799E0	-1.843357685E0	-2.170996327E0	9.409243509E0
5.980835417E0	7.843750945E0	-2.492609853E0	-2.197835632E0	8.518686180E0
5.990768417E0	6.567438839E0	-3.014071854E0	-2.139150052E0	7.536036424E0
6.000701417E0	5.099356186E0	-3.451610230E0	-1.926205568E0	6.451923324E0
6.010634417E0	3.745031698E0	-3.851420032E0	-1.470589355E0	5.569679680E0
6.020567417E0	2.616424644E0	-4.140310200E0	-5.892151505E-1	4.933053919E0
6.030500417E0	1.780142121E0	-4.328299353E0	6.123748022E-1	4.719966542E0
6.040433417E0	1.082701440E0	-4.618671205E0	1.543476652E0	4.988655759E0
6.050366417E0	-1.549957815E-1	-4.767631947E0	1.938124532E0	5.148850821E0
6.060299417E0	-1.806688480E0	-4.663742713E0	2.101806225E0	5.425145967E0
6.070232417E0	-3.615596270E0	-4.642229052E0	2.058174886E0	6.233691589E0
6.080165417E0	-5.605413989E0	-4.923959012E0	2.183173154E0	7.773820384E0
6.090098417E0	-7.498819601E0	-5.550006943E0	2.747756324E0	9.725483911E0
6.100030417E0	-9.168501386E0	-6.283402153E0	3.581551149E0	1.167775958E1
